team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2010,OTT,OTT,Team Level,5on4,82,0.82,0.86,0.84,24568.0,322.11,36.34,28.12,68.34,10.1,198.86,107.24,33.93,36.34,33.93,321.0,128.0,160.0,609.0,40.0,33.0,9.0,59.0,10.0,174.0,133.0,281.0,409.0,25.0,53.0,216.0,29.0,31.0,78.0,327.0,72.0,50.0,8.51,8.54,19.29,9.0,10.0,21.0,609.0,449.0,449.0,8.0,7.07,9.59,9.59,33.83,33.83,32.58,62.65,7.73,3.23,7.69,1.74,17.5,47.12,7.58,7.73,7.58,63.0,22.0,13.0,98.0,3.0,4.0,0.0,6.0,0.0,17.0,55.0,60.0,82.0,22.0,47.0,211.0,77.0,72.0,52.0,54.0,15.0,16.0,1.49,1.71,4.53,2.0,0.0,1.0,98.0,85.0,85.0,45.0,0.75,0.73,0.45,8.02,8.02,7.95
PIT,2010,PIT,PIT,Team Level,other,82,0.55,0.53,0.52,11479.0,180.57,28.15,10.79,36.23,5.76,90.88,79.19,25.53,28.15,25.53,176.0,75.0,88.0,339.0,28.0,10.0,3.0,32.0,8.0,71.0,102.0,148.0,223.0,23.0,68.0,172.0,67.0,29.0,27.0,170.0,46.0,35.0,5.36,5.37,17.42,8.0,5.0,15.0,339.0,251.0,251.0,7.0,2.98,2.88,2.7,28.42,28.42,26.0,166.8,23.34,11.27,33.6,5.75,89.12,68.9,22.28,23.34,22.28,167.0,65.0,64.0,296.0,25.0,14.0,6.0,29.0,8.0,60.0,96.0,142.0,207.0,26.0,85.0,158.0,66.0,30.0,24.0,154.0,49.0,29.0,5.18,5.86,12.31,4.0,9.0,12.0,296.0,232.0,232.0,13.0,3.26,3.39,3.63,22.98,22.98,22.51
PIT,2010,PIT,PIT,Team Level,all,82,0.52,0.53,0.52,300964.0,2538.46,222.08,167.91,582.87,82.13,1404.99,1093.02,212.28,223.47,213.64,2582.0,971.0,1288.0,4841.0,228.0,168.0,36.0,552.0,126.0,1115.0,1364.0,2354.0,3325.0,463.0,1242.0,2329.0,2280.0,444.0,507.0,2792.0,537.0,224.0,77.25,63.12,81.71,74.0,73.0,81.0,4883.04,3553.0,3579.66,231.0,37.2,37.45,38.01,221.28,222.6,216.03,2314.66,202.79,157.3,519.69,75.36,1290.09,981.77,195.1,201.94,194.26,2352.0,875.0,1082.0,4309.0,196.0,149.0,31.0,445.0,119.0,1019.0,1299.0,2156.0,3031.0,443.0,1167.0,2403.0,2012.0,482.0,494.0,2428.0,612.0,187.0,66.15,73.1,63.54,58.0,75.0,63.0,4280.81,3227.0,3211.81,276.0,35.08,32.6,32.96,204.91,204.06,199.89
PIT,2010,PIT,PIT,Team Level,5on5,82,0.51,0.53,0.52,229735.0,1877.16,136.43,120.08,452.47,61.25,1044.19,815.58,133.09,137.82,134.44,1921.0,709.0,954.0,3584.0,145.0,128.0,25.0,431.0,98.0,822.0,1006.0,1776.0,2485.0,391.0,1060.0,1666.0,2028.0,338.0,373.0,2133.0,382.0,115.0,59.31,44.54,32.57,60.0,49.0,36.0,3626.04,2630.0,2656.66,189.0,24.65,26.26,26.98,134.09,135.42,134.05,1718.67,130.21,111.56,401.08,55.63,956.84,738.67,126.98,129.37,126.15,1740.0,654.0,820.0,3214.0,128.0,103.0,17.0,346.0,86.0,767.0,964.0,1612.0,2266.0,372.0,978.0,1643.0,1788.0,359.0,379.0,1849.0,450.0,95.0,50.7,53.52,25.99,46.0,56.0,26.0,3185.81,2394.0,2378.81,220.0,22.9,20.7,20.86,132.26,131.4,129.66
PIT,2010,PIT,PIT,Team Level,4on5,82,0.14,0.16,0.17,29986.0,79.6,6.82,3.71,10.86,2.24,22.7,61.66,6.72,6.82,6.72,85.0,23.0,22.0,130.0,11.0,5.0,3.0,9.0,1.0,19.0,63.0,74.0,97.0,25.0,55.0,212.0,117.0,65.0,26.0,79.0,24.0,5.0,2.28,3.29,1.25,3.0,6.0,2.0,130.0,108.0,108.0,24.0,0.87,0.88,0.88,6.81,6.81,6.77,371.13,43.54,31.65,77.76,12.11,227.02,126.92,40.14,43.54,40.14,384.0,135.0,179.0,698.0,38.0,31.0,8.0,63.0,20.0,180.0,187.0,346.0,481.0,30.0,63.0,325.0,53.0,21.0,58.0,368.0,96.0,55.0,8.81,11.61,23.11,7.0,9.0,22.0,698.0,519.0,519.0,11.0,8.24,8.47,8.47,43.31,43.31,41.37
PIT,2010,PIT,PIT,Team Level,5on4,82,0.9,0.89,0.87,29764.0,401.13,50.68,33.33,83.31,12.87,247.22,136.6,46.95,50.68,46.95,400.0,164.0,224.0,788.0,44.0,25.0,5.0,80.0,19.0,203.0,193.0,356.0,520.0,24.0,59.0,279.0,68.0,12.0,81.0,410.0,85.0,69.0,10.3,9.92,30.46,3.0,13.0,28.0,788.0,564.0,564.0,11.0,8.7,7.44,7.44,51.94,51.94,49.22,58.06,5.7,2.81,7.25,1.87,17.09,47.28,5.7,5.7,5.7,61.0,21.0,19.0,101.0,5.0,1.0,0.0,7.0,5.0,12.0,52.0,56.0,77.0,15.0,41.0,277.0,105.0,72.0,33.0,57.0,17.0,8.0,1.46,2.11,2.13,1.0,1.0,3.0,101.0,82.0,82.0,32.0,0.67,0.03,0.0,6.37,6.37,6.36
MIN,2010,MIN,MIN,Team Level,other,82,0.49,0.48,0.48,10150.0,147.75,25.77,10.46,28.26,4.92,78.91,57.68,24.33,25.77,24.33,140.0,66.0,57.0,263.0,23.0,13.0,4.0,22.0,9.0,72.0,67.0,117.0,183.0,8.0,16.0,160.0,45.0,28.0,26.0,129.0,42.0,35.0,4.24,5.38,16.15,4.0,5.0,14.0,263.0,206.0,206.0,17.0,3.04,3.91,3.89,24.93,24.93,24.03,159.07,26.71,11.47,30.86,5.4,87.53,57.04,25.19,26.71,25.19,154.0,65.0,65.0,284.0,28.0,13.0,3.0,27.0,7.0,76.0,68.0,126.0,191.0,10.0,22.0,135.0,43.0,18.0,28.0,126.0,58.0,35.0,4.0,7.31,15.39,8.0,3.0,17.0,284.0,219.0,219.0,12.0,3.3,3.73,4.0,26.01,26.01,24.77
MIN,2010,MIN,MIN,Team Level,all,82,0.45,0.46,0.45,299112.0,2178.1,196.64,148.7,489.58,69.5,1209.89,896.7,189.59,196.21,189.16,2148.0,863.0,997.0,4008.0,203.0,132.0,42.0,486.0,62.0,970.0,1158.0,1945.0,2808.0,375.0,889.0,2408.0,1865.0,536.0,605.0,2256.0,590.0,165.0,64.36,71.6,60.67,55.0,79.0,69.0,3984.21,3011.0,3001.3,330.0,33.04,32.04,32.93,196.75,196.16,192.11,2611.83,235.99,181.28,589.21,83.21,1462.37,1082.91,228.15,237.56,229.66,2625.0,1010.0,1129.0,4764.0,228.0,178.0,38.0,601.0,94.0,1153.0,1381.0,2397.0,3407.0,352.0,852.0,2337.0,1706.0,492.0,580.0,2732.0,688.0,215.0,77.2,83.53,75.26,69.0,79.0,80.0,4794.98,3635.0,3654.58,288.0,40.02,36.76,37.72,238.29,239.54,234.06
MIN,2010,MIN,MIN,Team Level,5on5,82,0.45,0.45,0.45,234038.0,1628.4,124.22,105.84,382.98,51.8,903.6,681.56,120.7,123.78,120.28,1599.0,651.0,764.0,3014.0,127.0,92.0,31.0,387.0,45.0,706.0,893.0,1472.0,2123.0,319.0,765.0,1736.0,1661.0,414.0,456.0,1742.0,427.0,81.0,50.41,50.76,23.05,42.0,56.0,29.0,2990.21,2250.0,2240.3,265.0,21.79,20.25,21.39,124.62,124.03,122.31,1992.03,152.23,129.99,469.03,63.32,1114.59,848.84,148.16,153.8,149.67,1983.0,795.0,869.0,3647.0,150.0,136.0,31.0,475.0,75.0,860.0,1082.0,1833.0,2628.0,293.0,729.0,1715.0,1549.0,400.0,438.0,2183.0,481.0,114.0,62.13,57.96,32.14,55.0,62.0,33.0,3677.98,2778.0,2797.58,230.0,26.7,26.56,27.56,151.36,152.61,150.53
MIN,2010,MIN,MIN,Team Level,4on5,82,0.1,0.12,0.13,28660.0,57.27,5.74,2.8,7.4,1.72,16.34,46.0,5.66,5.74,5.66,54.0,26.0,17.0,97.0,6.0,2.0,1.0,7.0,1.0,16.0,48.0,48.0,74.0,21.0,42.0,267.0,100.0,71.0,39.0,51.0,26.0,3.0,1.17,3.64,0.92,1.0,3.0,2.0,97.0,80.0,80.0,39.0,0.65,0.54,0.54,5.85,5.85,5.84,394.82,49.4,36.07,81.39,12.62,241.02,128.5,47.22,49.4,47.22,415.0,134.0,185.0,734.0,46.0,28.0,4.0,88.0,10.0,199.0,178.0,369.0,503.0,32.0,67.0,269.0,43.0,21.0,74.0,372.0,121.0,56.0,9.53,14.51,25.36,6.0,12.0,28.0,734.0,549.0,549.0,10.0,9.15,6.29,5.98,52.56,52.56,50.48
MIN,2010,MIN,MIN,Team Level,5on4,82,0.84,0.86,0.84,26264.0,344.68,40.92,29.61,70.93,11.05,211.04,111.46,38.9,40.92,38.9,355.0,120.0,159.0,634.0,47.0,25.0,6.0,70.0,7.0,176.0,150.0,308.0,428.0,27.0,66.0,245.0,59.0,23.0,84.0,334.0,95.0,46.0,8.55,11.81,20.56,8.0,15.0,24.0,634.0,475.0,475.0,9.0,7.55,7.34,7.11,41.36,41.36,39.92,65.9,7.66,3.76,7.94,1.87,19.24,48.53,7.58,7.66,7.58,73.0,16.0,10.0,99.0,4.0,1.0,0.0,11.0,2.0,18.0,53.0,69.0,85.0,17.0,34.0,218.0,71.0,53.0,40.0,51.0,28.0,10.0,1.55,3.75,2.36,0.0,2.0,2.0,99.0,89.0,89.0,36.0,0.87,0.18,0.18,8.35,8.35,8.29
BOS,2010,BOS,BOS,Team Level,other,82,0.52,0.49,0.5,7554.0,122.32,23.97,8.37,22.84,4.07,64.8,44.95,22.74,23.97,22.74,126.0,43.0,54.0,223.0,23.0,7.0,4.0,20.0,7.0,63.0,49.0,103.0,146.0,13.0,24.0,120.0,28.0,17.0,19.0,95.0,49.0,25.0,3.57,5.74,14.66,1.0,6.0,16.0,223.0,169.0,169.0,13.0,2.32,2.69,2.69,23.6,23.6,23.21,123.75,22.4,8.35,23.41,4.05,66.43,47.36,21.63,22.4,21.63,132.0,40.0,60.0,232.0,19.0,10.0,3.0,34.0,4.0,49.0,56.0,113.0,153.0,8.0,18.0,124.0,37.0,22.0,19.0,110.0,34.0,28.0,3.84,4.22,14.33,3.0,4.0,12.0,232.0,172.0,172.0,5.0,2.38,2.48,2.67,22.1,22.1,21.58
BOS,2010,BOS,BOS,Team Level,all,82,0.49,0.51,0.5,298804.0,2610.86,226.06,173.54,593.23,84.39,1439.33,1127.45,220.14,227.82,221.87,2696.0,948.0,1279.0,4923.0,244.0,130.0,39.0,600.0,90.0,1125.0,1455.0,2452.0,3400.0,376.0,1035.0,2485.0,1736.0,424.0,542.0,2767.0,694.0,183.0,78.73,83.02,64.31,77.0,94.0,73.0,4975.42,3644.0,3673.28,262.0,37.82,29.84,31.03,232.85,234.44,231.01,2603.31,232.15,173.5,586.54,85.26,1422.05,1119.5,223.49,231.15,222.54,2683.0,936.0,1172.0,4791.0,189.0,149.0,34.0,681.0,77.0,1065.0,1458.0,2494.0,3430.0,365.0,1003.0,2306.0,1956.0,623.0,659.0,2730.0,691.0,198.0,78.62,81.8,71.73,58.0,69.0,62.0,4747.35,3619.0,3594.72,338.0,38.01,36.24,39.14,231.02,230.14,225.55
BOS,2010,BOS,BOS,Team Level,5on5,82,0.49,0.51,0.5,240838.0,2044.77,156.29,129.22,484.22,66.2,1123.36,892.72,153.21,158.05,154.94,2114.0,738.0,1033.0,3885.0,176.0,96.0,25.0,486.0,70.0,871.0,1153.0,1938.0,2676.0,315.0,874.0,1880.0,1583.0,346.0,440.0,2217.0,522.0,113.0,64.22,62.15,29.92,72.0,71.0,33.0,3937.42,2852.0,2881.28,215.0,26.47,18.01,19.07,163.69,165.26,163.35,2047.46,160.02,130.15,481.38,67.06,1118.16,882.24,155.12,159.02,154.17,2101.0,738.0,939.0,3778.0,125.0,111.0,24.0,561.0,48.0,839.0,1155.0,1976.0,2714.0,307.0,850.0,1724.0,1786.0,502.0,537.0,2182.0,542.0,115.0,63.73,63.89,32.4,47.0,56.0,22.0,3734.35,2839.0,2814.72,293.0,26.73,25.8,28.48,158.28,157.39,155.31
BOS,2010,BOS,BOS,Team Level,4on5,82,0.15,0.17,0.18,24383.0,79.26,7.73,3.75,10.44,2.37,22.32,64.39,7.7,7.73,7.7,82.0,29.0,21.0,132.0,9.0,1.0,0.0,15.0,2.0,16.0,68.0,73.0,102.0,23.0,77.0,246.0,91.0,52.0,36.0,77.0,24.0,10.0,1.89,3.19,2.65,0.0,7.0,2.0,132.0,111.0,111.0,30.0,0.87,0.05,0.05,8.55,8.55,8.54,361.39,43.5,31.64,73.05,11.8,218.94,120.07,40.62,43.5,40.62,365.0,134.0,166.0,665.0,41.0,26.0,6.0,74.0,21.0,162.0,175.0,324.0,458.0,29.0,87.0,222.0,47.0,30.0,70.0,357.0,92.0,50.0,9.26,10.76,23.48,7.0,7.0,27.0,665.0,499.0,499.0,10.0,8.12,7.18,7.21,44.41,44.41,42.44
BOS,2010,BOS,BOS,Team Level,5on4,82,0.86,0.85,0.82,26029.0,364.51,38.07,32.2,75.73,11.76,228.84,125.4,36.49,38.07,36.49,374.0,138.0,171.0,683.0,36.0,26.0,10.0,79.0,11.0,175.0,185.0,338.0,476.0,25.0,60.0,239.0,34.0,9.0,47.0,378.0,99.0,35.0,9.05,11.95,17.07,4.0,10.0,22.0,683.0,512.0,512.0,4.0,8.17,9.09,9.22,37.02,37.02,35.91,70.71,6.23,3.38,8.7,2.35,18.52,69.83,6.13,6.23,6.13,85.0,24.0,7.0,116.0,4.0,2.0,1.0,12.0,4.0,15.0,72.0,81.0,105.0,21.0,48.0,236.0,86.0,69.0,33.0,81.0,23.0,5.0,1.79,2.93,1.52,1.0,2.0,1.0,116.0,109.0,109.0,30.0,0.78,0.78,0.78,6.24,6.24,6.22
FLA,2010,FLA,FLA,Team Level,other,82,0.44,0.49,0.49,8214.0,142.48,24.22,10.74,27.36,4.95,79.55,50.19,20.77,24.22,20.77,146.0,51.0,62.0,259.0,23.0,18.0,6.0,29.0,3.0,68.0,56.0,123.0,174.0,9.0,16.0,128.0,47.0,27.0,18.0,112.0,47.0,38.0,3.66,5.95,14.62,4.0,7.0,12.0,259.0,197.0,197.0,9.0,3.25,5.68,6.4,21.07,21.07,18.48,148.09,30.36,10.47,26.15,4.92,82.48,53.63,28.46,30.36,28.46,142.0,66.0,58.0,266.0,26.0,13.0,6.0,16.0,5.0,85.0,63.0,116.0,182.0,9.0,16.0,108.0,53.0,33.0,22.0,116.0,51.0,41.0,3.98,6.48,19.89,3.0,4.0,19.0,266.0,208.0,208.0,15.0,3.04,5.47,5.79,27.61,27.61,25.93
FLA,2010,FLA,FLA,Team Level,all,82,0.5,0.49,0.49,300245.0,2468.44,220.27,171.62,555.35,80.6,1380.05,1033.11,210.29,220.11,210.08,2493.0,948.0,1168.0,4609.0,191.0,209.0,49.0,581.0,78.0,1042.0,1340.0,2302.0,3250.0,298.0,684.0,2409.0,1895.0,563.0,474.0,2559.0,666.0,216.0,72.01,79.36,68.9,59.0,63.0,69.0,4582.36,3441.0,3423.45,289.0,37.84,44.53,46.46,211.65,211.22,205.17,2573.48,224.08,178.65,574.17,83.85,1455.51,1092.74,215.87,224.66,216.43,2610.0,999.0,1125.0,4734.0,222.0,187.0,44.0,607.0,100.0,1196.0,1297.0,2388.0,3387.0,304.0,702.0,2230.0,2245.0,523.0,486.0,2759.0,663.0,187.0,78.79,78.63,66.66,69.0,81.0,72.0,4757.47,3609.0,3626.04,274.0,39.25,41.6,42.57,220.76,221.15,215.81
FLA,2010,FLA,FLA,Team Level,5on5,82,0.52,0.5,0.5,240161.0,1955.43,157.83,128.85,453.97,63.46,1084.69,836.18,152.84,157.67,152.63,1967.0,758.0,929.0,3654.0,141.0,155.0,37.0,470.0,63.0,805.0,1091.0,1826.0,2584.0,256.0,596.0,1794.0,1705.0,458.0,369.0,2076.0,513.0,136.0,59.89,61.0,36.93,52.0,50.0,39.0,3627.36,2725.0,2707.45,241.0,26.54,31.4,32.85,151.52,151.08,148.8,1949.85,146.17,127.46,454.5,62.76,1100.37,839.75,142.31,146.75,142.87,1997.0,734.0,876.0,3607.0,160.0,126.0,30.0,507.0,72.0,886.0,980.0,1837.0,2571.0,267.0,632.0,1673.0,2056.0,395.0,392.0,2159.0,476.0,96.0,62.95,56.09,27.12,62.0,64.0,34.0,3630.47,2731.0,2748.04,234.0,26.09,24.8,25.21,147.05,147.43,145.46
FLA,2010,FLA,FLA,Team Level,4on5,82,0.08,0.09,0.09,26072.0,40.54,3.62,1.93,5.41,1.12,11.82,33.09,3.6,3.62,3.6,49.0,8.0,18.0,75.0,2.0,4.0,0.0,4.0,1.0,6.0,40.0,47.0,55.0,14.0,28.0,228.0,87.0,58.0,32.0,41.0,11.0,5.0,1.05,1.35,1.21,0.0,0.0,2.0,75.0,57.0,57.0,32.0,0.44,0.72,0.56,3.49,3.49,3.49,386.74,39.74,36.68,81.81,13.52,246.69,129.55,37.37,39.74,37.37,383.0,165.0,172.0,720.0,32.0,45.0,8.0,75.0,21.0,209.0,166.0,351.0,516.0,12.0,22.0,240.0,39.0,24.0,50.0,398.0,107.0,43.0,9.47,12.52,17.75,3.0,11.0,18.0,720.0,548.0,548.0,3.0,9.2,10.79,11.03,37.91,37.91,36.25
FLA,2010,FLA,FLA,Team Level,5on4,82,0.82,0.81,0.79,25798.0,329.99,34.6,30.1,68.6,11.06,203.99,113.65,33.08,34.6,33.08,331.0,131.0,159.0,621.0,25.0,32.0,6.0,78.0,11.0,163.0,153.0,306.0,437.0,19.0,44.0,259.0,56.0,20.0,55.0,330.0,95.0,37.0,7.41,11.06,16.13,3.0,6.0,16.0,621.0,462.0,462.0,7.0,7.61,6.73,6.64,35.56,35.56,34.41,88.81,7.82,4.04,11.71,2.64,25.97,69.83,7.75,7.82,7.75,88.0,34.0,19.0,141.0,4.0,3.0,0.0,9.0,2.0,16.0,88.0,84.0,118.0,16.0,32.0,209.0,97.0,71.0,22.0,86.0,29.0,7.0,2.37,3.55,1.9,1.0,2.0,1.0,141.0,122.0,122.0,22.0,0.93,0.54,0.54,8.2,8.2,8.18
ATL,2010,ATL,ATL,Team Level,other,82,0.4,0.51,0.5,9479.0,161.67,21.54,10.9,32.44,5.17,87.19,63.75,20.73,21.54,20.73,168.0,53.0,81.0,302.0,28.0,9.0,2.0,34.0,3.0,68.0,79.0,140.0,193.0,14.0,28.0,143.0,42.0,33.0,19.0,146.0,52.0,23.0,5.1,6.57,9.88,8.0,8.0,12.0,302.0,221.0,221.0,13.0,3.13,3.33,3.3,21.37,21.37,20.63,165.94,32.82,10.83,31.48,5.54,83.84,60.48,31.14,32.82,31.14,166.0,59.0,69.0,294.0,32.0,15.0,4.0,26.0,5.0,66.0,81.0,134.0,193.0,16.0,32.0,164.0,55.0,36.0,23.0,124.0,56.0,45.0,4.12,7.2,21.51,3.0,7.0,22.0,294.0,225.0,225.0,7.0,3.15,4.78,4.83,31.15,31.15,30.42
ATL,2010,ATL,ATL,Team Level,all,82,0.47,0.49,0.5,300769.0,2547.41,218.21,166.78,584.75,82.28,1400.76,1079.23,210.77,217.9,210.47,2581.0,951.0,1124.0,4656.0,218.0,181.0,41.0,551.0,73.0,1087.0,1422.0,2363.0,3314.0,341.0,826.0,2311.0,1512.0,825.0,621.0,2737.0,601.0,194.0,77.18,72.65,68.38,73.0,67.0,78.0,4638.11,3532.0,3522.09,419.0,36.86,42.21,44.04,211.02,210.82,206.88,2562.91,245.6,174.97,572.58,82.02,1417.75,1064.08,237.12,246.32,237.82,2638.0,919.0,1292.0,4849.0,262.0,183.0,46.0,530.0,73.0,1127.0,1382.0,2376.0,3295.0,355.0,846.0,2431.0,1683.0,723.0,608.0,2584.0,743.0,230.0,75.33,89.28,80.98,73.0,93.0,96.0,4871.53,3557.0,3571.91,346.0,38.72,42.91,43.48,240.84,241.34,236.5
ATL,2010,ATL,ATL,Team Level,5on5,82,0.47,0.49,0.5,240605.0,1955.69,145.32,121.16,466.69,63.49,1076.75,841.59,141.33,145.01,141.02,1975.0,740.0,865.0,3580.0,139.0,128.0,24.0,435.0,59.0,819.0,1135.0,1836.0,2576.0,287.0,712.0,1712.0,1363.0,661.0,497.0,2152.0,459.0,104.0,60.92,54.96,29.44,57.0,49.0,33.0,3562.11,2715.0,2705.09,355.0,24.79,24.56,25.59,144.52,144.33,142.54,1967.52,162.97,128.44,458.58,63.0,1091.51,830.5,157.88,163.69,158.59,2037.0,698.0,1040.0,3775.0,168.0,128.0,30.0,434.0,61.0,871.0,1073.0,1869.0,2567.0,282.0,694.0,1792.0,1492.0,565.0,453.0,2053.0,556.0,126.0,60.58,66.8,35.6,59.0,66.0,43.0,3797.53,2735.0,2749.91,270.0,26.45,28.21,28.78,160.65,161.15,158.21
ATL,2010,ATL,ATL,Team Level,4on5,82,0.17,0.15,0.17,24477.0,76.85,9.2,4.01,10.53,2.25,22.44,55.56,8.94,9.2,8.94,81.0,23.0,19.0,123.0,6.0,6.0,1.0,12.0,2.0,22.0,56.0,75.0,98.0,15.0,35.0,208.0,67.0,106.0,40.0,66.0,20.0,18.0,1.88,2.43,4.89,1.0,2.0,3.0,123.0,104.0,104.0,37.0,0.93,1.55,1.55,8.58,8.58,8.5,369.86,43.83,32.77,74.95,11.83,225.32,123.3,42.2,43.83,42.2,362.0,150.0,163.0,675.0,55.0,37.0,11.0,63.0,6.0,172.0,179.0,307.0,457.0,32.0,67.0,246.0,42.0,24.0,79.0,352.0,106.0,54.0,9.07,12.44,22.32,10.0,16.0,29.0,675.0,512.0,512.0,21.0,8.45,9.1,9.05,43.23,43.23,42.07
ATL,2010,ATL,ATL,Team Level,5on4,82,0.88,0.86,0.85,26208.0,353.21,42.14,30.72,75.08,11.36,214.39,118.32,39.76,42.14,39.76,357.0,135.0,159.0,651.0,45.0,38.0,14.0,70.0,9.0,178.0,152.0,312.0,447.0,25.0,51.0,248.0,40.0,25.0,65.0,373.0,70.0,49.0,9.28,8.69,24.17,7.0,8.0,30.0,651.0,492.0,492.0,14.0,8.01,12.77,13.6,36.55,36.55,35.21,59.59,5.98,2.92,7.58,1.64,17.09,49.79,5.89,5.98,5.89,73.0,12.0,20.0,105.0,7.0,3.0,1.0,7.0,1.0,18.0,49.0,66.0,78.0,25.0,53.0,229.0,94.0,98.0,53.0,55.0,25.0,5.0,1.57,2.85,1.56,1.0,4.0,2.0,105.0,85.0,85.0,48.0,0.67,0.83,0.83,5.81,5.81,5.79
EDM,2010,EDM,EDM,Team Level,other,82,0.46,0.54,0.53,11861.0,158.08,23.78,11.5,29.59,5.14,88.84,58.14,23.12,23.78,23.12,157.0,60.0,70.0,287.0,20.0,8.0,2.0,25.0,1.0,89.0,74.0,137.0,197.0,12.0,26.0,133.0,41.0,26.0,27.0,144.0,47.0,26.0,5.26,5.96,12.56,3.0,5.0,12.0,287.0,217.0,217.0,17.0,3.34,2.01,2.01,25.12,25.12,24.59,141.32,28.0,8.73,26.85,4.61,70.04,57.78,26.34,28.0,26.34,134.0,62.0,53.0,249.0,20.0,7.0,2.0,27.0,6.0,58.0,78.0,114.0,176.0,24.0,70.0,161.0,59.0,42.0,39.0,111.0,39.0,46.0,3.8,4.89,19.3,4.0,3.0,13.0,249.0,196.0,196.0,17.0,2.54,2.89,3.28,27.26,27.26,26.31
EDM,2010,EDM,EDM,Team Level,all,82,0.45,0.46,0.45,299373.0,2198.33,204.51,149.47,491.87,70.75,1200.38,912.02,196.64,203.79,195.94,2189.0,840.0,1151.0,4180.0,191.0,148.0,34.0,477.0,66.0,947.0,1200.0,1998.0,2838.0,419.0,1046.0,2036.0,1794.0,621.0,972.0,2264.0,568.0,197.0,66.95,69.17,68.39,58.0,68.0,65.0,4125.75,3029.0,3001.06,677.0,33.34,33.59,34.46,203.39,202.45,197.57,2634.67,254.89,181.94,591.73,85.28,1440.37,1086.8,244.22,257.57,246.84,2597.0,1044.0,1219.0,4860.0,260.0,187.0,45.0,521.0,76.0,1204.0,1393.0,2337.0,3381.0,405.0,1027.0,2575.0,1610.0,805.0,962.0,2682.0,705.0,254.0,82.27,86.04,86.58,73.0,98.0,89.0,4940.53,3641.0,3690.51,551.0,40.5,42.14,44.22,251.18,253.97,247.8
